URL,Status
https://www.foxnews.com/politics/wikipedia-bias-socialism-pages-whitewashed,200
https://www.foxnews.com/entertainment/david-letterman-britney-spears-uncomfortable-resurfaced-interviews-female-stars,200
https://www.foxnews.com/category/us/military/national-guard,200
https://www.foxnews.com/us/north-carolina-mom-shot-kids-gun-purse-cops,200
https://www.foxnews.com/opinion/valentines-day-discovery-relationships-joshua-rogers,200
https://www.foxnews.com/category/politics/house-of-representatives,200
https://www.foxnews.com/category/health/cancer,200
https://www.foxnews.com/category/tech/topics/innovation,200
https://www.foxnews.com/us/george-floyd-minneapolis-cops-ask-judge-charges-dismissed-chauvin-plea-deal-press-leak,200
https://www.foxnews.com/media/rush-limbaughs-final-interviewee-says-he-was-bold-and-dynamic,200
https://www.foxnews.com/category/us/personal-freedoms/america-together,200
https://www.foxnews.com/shows,200
https://www.foxnews.com/politics/aoc-green-new-deal-texas-power-outages-cain,200
https://www.foxnews.com/us/florida-police-officer-flowers-vendor-citation,200
https://www.foxnews.com/us/minnesota-security-murder-trial-derek-chauvin-george-floyd.amp,200
https://www.foxnews.com/category/tech/technologies/drones,200
https://www.foxnews.com/politics.html,200
https://www.foxnews.com/category/world/conflicts,200
https://www.foxnews.com/category/good-news,200
https://www.foxnews.com/category/person/george-floyd,200
https://www.foxnews.com/opinion/black-history-month-1776-unites-resilience-bob-woodson,200
https://www.foxnews.com/world/anti-vax-at-the-vatican-you-might-lose-your-job,200
https://www.foxnews.com/shows/life-liberty-levin,200
https://www.foxnews.com/auto/2022-mitsubishi-outlander,200
https://www.foxnews.com/entertainment,200
https://www.foxnews.com/science/how-nasas-perseverance-rover-will-land-on-mars,200
https://www.foxnews.com/travel/jetblue-terminates-flight-attendant-alleges-forced-stay-jamaica-covid-19,200
https://www.foxnews.com/us/nypd-arrests-suspect-attack-woman-violence-asian-americans,200
https://www.foxnews.com/lifestyle/new-jersey-man-explains-lincoln-snow-sculpture,200
https://www.foxnews.com/entertainment/howard-stern-supports-britney-spears-freebritney-movement-after-mocking,200
https://www.foxnews.com/story/where-in-the-world-is-fox,200
https://www.foxnews.com/media,200
https://www.foxnews.com/category/us/economy,200
https://www.foxnews.com/sports/kansas-city-chiefs-britt-reid-crash-girl-coma,200
https://www.foxnews.com/science/chinese-spacecraft-mars-orbit-arab-ship,200
https://www.foxnews.com/category/us/immigration,200
https://www.foxnews.com/category/entertainment/music,200
https://www.foxnews.com/great-outdoors/man-shoos-crocodile-viral-video-twitter,200
https://www.foxnews.com/health/cdc-director-pandemic-fatigue-spring,200
https://www.foxnews.com/auto/jaguar-all-electric,200
https://www.foxnews.com/us/tsa-officer-portland-oregon-maine-flight,200
https://www.foxnews.com/us/twitter-lights-up-with-ufo-talk-after-light-seen-in-florida-sky-turns-out-to-be-navy-missile,200
https://www.foxnews.com/opinion/trump-impeachment-constitution-andrew-p-napolitano,200
https://www.foxnews.com/accessibility-statement,200
https://www.foxnews.com/science/nasas-perseverance-rover-lands-on-mars,200
https://www.foxnews.com/food-drink/starbucks-fans-create-shamrock-tea-heres-how-to-make-it,200
https://www.foxnews.com/category/great-outdoors,200
https://www.foxnews.com/category/us/terror,200
https://www.foxnews.com/food-drink/longhorn-steakhouse-customer-arrested-shoes-off-harassing,200
https://www.foxnews.com/lifestyle/stay-safe-during-an-extended-power-outage,200
https://www.foxnews.com/lifestyle/village-tiny-homes-la-help-homeless,200
https://www.foxnews.com/sports/yanks-gerrit-cole-players-concerned-about-lack-of-competitiveness,200
https://www.foxnews.com/politics/cartoons-slideshow,200
https://www.foxnews.com/category/science/air-and-space/mars,200
https://www.foxnews.com/us/ups-driver-oregon-coronavirus-holiday-farm-fire,200
https://www.foxnews.com/media/sean-hannity-rips-democrats-for-ongoing-obsession-with-donald-trump-he-lives-in-their-sick-brains,200
https://www.foxnews.com/health/experts-warn-against-covid-19-variants-as-states-reopen,200
https://www.foxnews.com/media/ongoing-school-closures-could-lead-to-obesity-diabetes-among-children-dr-siegel,200
https://www.foxnews.com/media/rush-limbaugh-death-conservative-tributes,200
https://www.foxnews.com/category/science/air-and-space/nasa,200
https://www.foxnews.com/category/world/scandals,200
https://www.foxnews.com/food-drink/jameson-whiskey-paying-fans-work-st-patricks-day,200
https://www.foxnews.com/category/science/archaeology/dinosaurs,200
https://www.foxnews.com/politics/democrats-fda-dispensing-restriction-abortion-drug,200
https://www.foxnews.com/media/live-updates-rush-limbaugh-dead-70,200
https://www.foxnews.com/entertainment/tayshia-adams-reaction-chris-harrison-stepping-aside-the-bachelor,200
https://www.foxnews.com/lifestyle/woman-sprayed-hair-gorilla-glue-go-fund-me-investigation,200
https://www.foxnews.com/food-drink/krispy-kreme-to-offer-mars-doughnut-in-honor-of-perseverance-rover-landing,200
https://www.foxnews.com/newsletter-signup/alerts,200
https://www.foxnews.com/entertainment/game-of-thrones-kit-harington-rose-leslie-welcome-baby-boy,200
https://www.foxnews.com/us/alaska-woman-outhouse-bear,200
https://www.foxnews.com/opinion/cdc-covid-school-guidelines-flawed-kids-marty-makary,200
https://www.foxnews.com/media/rush-limbaugh-death-celebrated-left-twitter-huckabee-ashamed,200
https://www.foxnews.com/media/sydney-sutherland-arkansas-jogger-killed,200
https://www.foxnews.com/media/hannity-fox-friends-rush-limbaugh-crosshairs-cancel-culture,200
https://www.foxnews.com/politics/live-updates-andrew-cuomo-2-18-2021,200
https://www.foxnews.com/politics/aoc-vegetarian-lent-jamie-raskin,200
https://www.foxnews.com/science/nasas-perseverance-rover-preparing-to-land-on-mars,200
https://www.foxnews.com/category/tech/topics/military-tech,200
https://www.foxnews.com/family,200
https://www.foxnews.com/category/world/disasters,200
https://www.foxnews.com/category/world/environment,200
https://www.foxnews.com/category/world/world-regions/israel,200
https://www.foxnews.com/entertainment/cameron-diaz-motherhood-no-idea-act-again,200
https://www.foxnews.com/category/science/air-and-space/ufos,200
https://www.foxnews.com/entertainment/alaskan-bush-people-billy-brown-met-youngest-grandson-before-passing,200
https://www.foxnews.com/category/style-and-beauty,200
https://www.foxnews.com/person/c/audrey-conklin,200
https://www.foxnews.com/contact,200
https://www.foxnews.com/science,200
https://www.foxnews.com/category/food-drink/food/food-trends,200
https://www.foxnews.com/world/iran-khamenei-presidential-candidates-prison-years-deep-state-diplomat,200
https://www.foxnews.com/category/house-and-home,200
https://www.foxnews.com/politics/dem-accused-cuomo-threat-destroy-him-latest-governor-bullying-behavior,200
https://www.foxnews.com/category/faith-values/faith,200
https://www.foxnews.com/politics/biden-netanyahu-warm-friendly-talk,200
